Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,userId,loanId,count,LoanIdFormat
0030K00001mhRQEQA2,829369,4379317,0062x00000D1GojAAF,0010K00001zUqPkQAK,15,12.0,Life Event Expenses,5,800,9.857,Fortnightly,Loan Paid,406,4077,9.0,4
0032x00000MdimvAAB,829352,4379206,0062x00000D1GjxAAF,0012x00000TH6i1AAD,6,5.0,Vehicle Expenses,7,400,14.0,Fortnightly,Loan Paid,1809,595,4.0,4
0032800001Ih6cpAAB,829334,4379122,0062x00000D1GenAAF,0012800001ZeNDEAA3,8,5.0,Living Expenses,7,1000,14.0,Fortnightly,Loan Paid,1243,4136,2.0,4
00328000019ut2RAAQ,829313,4379049,0062x00000D1Ga7AAF,0012800001SDUFLAA5,31,30.0,Living Expenses,7,350,13.143,Fortnightly,Loan Paid,2786,2561,29.0,4
0032x00000AHEE1AAP,829310,4379035,0062x00000D1GZEAA3,0012x00000FGCRaAAP,12,7.0,Vehicle Expenses,5,500,9.714,Fortnightly,Loan Paid,2313,4504,2.0,4
0032x00000Me7LGAAZ,829293,4379013,0062x00000D1GXXAA3,0012x00000THVEOAA5,12,6.0,Medical Expenses,7,300,12.714,Fortnightly,Loan Paid,1655,2609,0.0,4
0032x00000HnUU1AAN,829326,4378909,0062x00000D1GQvAAN,0012x00000OLBKQAA5,9,5.0,Life Event Expenses,5,200,10.0,Fortnightly,Loan Paid,834,2359,1.0,4
0030K00001l64lMQAQ,829274,4378843,0062x00000D1GHBAA3,0010K00001ymme0QAA,10,9.0,Living Expenses,10,300,20.143,Fortnightly,Loan Paid,2004,4175,8.0,4
0030K00001l4AGdQAM,829189,4378607,0062x00000D1G8IAAV,0010K00001y8mEWQAY,8,7.0,Vehicle - Tyres,7,550,12.714,Fortnightly,Loan Paid,319,2268,6.0,4
0032x00000Me7oYAAR,829215,4378580,0062x00000D1G4gAAF,0012x00000THVh5AAH,9,6.0,Travel Expenses,7,1200,13.143,Fortnightly,Loan Paid,2419,1787,3.0,4
00328000019usrKAAQ,829205,4378575,0062x00000D1FlfAAF,0012800001SDU4YAAX,29,25.0,Relocation Expenses,7,800,12.857,Fortnightly,Loan Paid,2546,738,21.0,4
0032x000002QkmUAAS,5145828,4378552,0062x00000D1G4kAAF,0012x000002dYSLAA2,34,28.0,Life Event Expenses,5,500,10.0,Fortnightly,Loan Paid,1869,457,22.0,4
0030K000023wJ0YQAU,5145833,4378549,0062x00000D1G4VAAV,0010K000029IxpnQAC,15,12.0,Travel Expenses,5,500,8.714,Fortnightly,Loan Paid,193,4525,9.0,4
0030K000026ANnJQAW,829214,4378503,0062x00000D1G1RAAV,0010K00002COv6hQAD,9,5.0,Home Maintenance & Repairs,7,1000,13.857,Fortnightly,Loan Paid,845,468,1.0,4
0030K00001Th90nQAB,829182,4378470,0062x00000D1FzVAAV,0010K00001ihHtXQAU,23,19.0,Travel Expenses,7,850,13.0,Fortnightly,Loan Paid,2119,465,15.0,4
0032x000002cbxAAAQ,829195,4378467,0062x00000D1FxpAAF,0012x000003ENOWAA4,13,9.0,Vehicle Expenses,5,300,10.571,Fortnightly,Loan Paid,608,398,5.0,4
0032x00000BZFpZAAX,829254,4378456,0062x00000D1FyrAAF,0012x00000GdP83AAF,9,7.0,Life Event Expenses,10,300,19.0,Fortnightly,Loan Paid,946,639,5.0,4
0030K00001Xwlm5QAB,829176,4378402,0062x00000D1FvOAAV,0010K00001mEbWgQAK,9,6.0,Living Expenses,5,300,10.0,Fortnightly,Loan Paid,1997,3386,3.0,4
0032x000008IUZgAAO,829140,4378334,0062x00000D1Fm8AAF,0012x00000BGfjTAAT,6,4.0,Living Expenses,5,200,10.0,Fortnightly,Loan Paid,2474,1309,2.0,4
0032x00000MgZJIAA3,5145818,4378304,0062x00000D1FpaAAF,0012x00000TrK1uAAF,8,6.0,Medical Expenses,3,500,5.857,Fortnightly,Loan Paid,2334,2113,4.0,4
0030K000023Xw6MQAS,5145815,4378199,0062x00000D1FjXAAV,0010K000029Gb8eQAC,16,14.0,Vehicle Expenses,3,350,5.143,Fortnightly,Loan Paid,388,910,12.0,4
0032x000008KiEqAAK,5145819,4378179,0062x00000D1FGXAA3,0012x00000BJ3AmAAL,13,12.0,Medical Expenses,5,300,10.143,Fortnightly,Loan Paid,1594,2845,11.0,4
0032x00000N8LkXAAV,829069,4378172,0062x00000D1Fi5AAF,0012x00000TtKo4AAF,7,4.0,Vehicle Expenses,7,700,14.0,Fortnightly,Loan Paid,1881,4477,1.0,4
0032x000006E9wNAAS,829213,4378137,0062x00000D1FKsAAN,0012x00000ADt5AAAT,12,9.0,Medical Expenses,5,300,10.0,Fortnightly,Loan Paid,2810,3732,6.0,4
0032x00000LR2XLAA1,5145811,4378115,0062x00000D1FehAAF,0012x00000RsE4uAAF,13,9.0,Life Event Expenses,3,300,5.143,Fortnightly,Loan Paid,837,2397,5.0,4
0032x000002cOsVAAU,829042,4378072,0062x00000D1FcCAAV,0012x000003EBW3AAO,14,9.0,Vehicle Expenses,7,1000,14.0,Fortnightly,Loan Paid,1085,3957,4.0,4
0032x00000HmvwSAAR,829161,4378006,0062x00000D1FXgAAN,0012x00000OKgUxAAL,6,4.0,Vehicle Expenses,5,200,9.857,Fortnightly,Loan Paid,414,893,2.0,4
0032x00000B7P8tAAF,829152,4377964,0062x00000D1FV6AAN,0012x00000Gb6MTAAZ,8,6.0,Life Event Expenses,5,200,8.714,Fortnightly,Loan Paid,58,492,4.0,4
0032x000004rmhgAAA,829017,4377891,0062x00000D1FQuAAN,0012x000008I1MoAAK,9,6.0,Medical Expenses,7,500,13.857,Fortnightly,Loan Paid,2194,3675,3.0,4
0032x00000LU8x4AAD,828982,4377857,0062x00000D1FP8AAN,0012x00000SG79eAAD,8,5.0,Vehicle Expenses,7,400,13.571,Fortnightly,Loan Paid,2042,188,2.0,4
0032x00000D24neAAB,5145801,4377811,0062x00000D1FLzAAN,0012x00000IMqxQAAT,17,15.0,Home Maintenance & Repairs,5,200,10.0,Fortnightly,Loan Paid,529,4249,13.0,4
0030K00001sBsmLQAS,5145806,4377799,0062x00000D1FLGAA3,0010K0000240mJZQAY,30,26.0,Furniture or Appliances,7,900,13.714,Fortnightly,Loan Paid,1623,4099,22.0,4
0032x000008LnMhAAK,829026,4377787,0062x00000D1FKXAA3,0012x00000FFfBZAA1,12,8.0,Living Expenses,5,450,8.714,Fortnightly,Loan Paid,2839,905,4.0,4
0032x000002SNkJAAW,828945,4377676,0062x00000D1FEAAA3,0012x000003CfoZAAS,14,9.0,Vehicle Expenses,7,1200,13.857,Fortnightly,Loan Paid,2558,2657,4.0,4
0032x00000GdIQaAAN,829044,4377668,0062x00000D1FDbAAN,0012x00000MjLg6AAF,14,9.0,Medical Expenses,5,200,9.857,Fortnightly,Loan Paid,237,350,4.0,4
0032x00000MeV7qAAF,828986,4377636,0062x00000D1FBVAA3,0012x00000THgG8AAL,6,4.0,Vehicle Expenses,5,350,9.0,Fortnightly,Loan Paid,698,3578,2.0,4
0032x00000Baw2bAAB,828915,4377553,0062x00000D1F66AAF,0012x00000ILqKkAAL,16,13.0,Living Expenses,7,900,14.0,Fortnightly,Loan Paid,764,1769,10.0,4
0030K000022wtvzQAA,5145797,4377525,0062x00000D1F4UAAV,0010K000028fXIXQA2,7,4.0,Furniture or Appliances,5,200,10.571,Fortnightly,Loan Paid,2242,2424,1.0,4
0032x00000B7XyzAAF,829005,4377515,0062x00000D1F3qAAF,0012x00000GbJcrAAF,16,11.0,Vehicle Expenses,5,200,9.0,Fortnightly,Loan Paid,2609,4293,6.0,4
003280000128jVBAAY,829037,4377505,0062x00000D1F3CAAV,0012800001IzG5HAAV,40,36.0,Vehicle Expenses,7,600,13.0,Fortnightly,Loan Paid,727,165,32.0,4
0030K000025UUXKQA4,828988,4377467,0062x00000D1F0rAAF,0010K00002BS8gIQAT,12,10.0,Medical Expenses,5,400,9.857,Fortnightly,Loan Paid,806,3363,8.0,4
0030K00001vJadjQAC,828975,4377381,0062x00000D1EvcAAF,0010K000026N8eiQAC,7,5.0,Vehicle Expenses,5,500,8.857,Fortnightly,Loan Paid,1443,1526,3.0,4
0032x000002bxMNAAY,829471,4377353,0062x00000D1EuFAAV,0012x000003Dlm2AAC,12,8.0,Medical Expenses,5,500,9.0,Fortnightly,Loan Paid,2579,912,4.0,4
0032x00000Lvr6fAAB,828993,4377331,0062x00000D1EnKAAV,0012x00000SIT1SAAX,8,4.0,Home Maintenance & Repairs,5,500,9.857,Fortnightly,Loan Paid,896,2206,0.0,4
0032x000001kWHkAAM,828845,4377322,0062x00000D1EY0AAN,0012x000002bYQJAA2,13,9.0,Vehicle Expenses,7,350,14.0,Fortnightly,Loan Paid,341,4440,5.0,4
0030K00001rO7ymQAC,5145784,4377299,0062x00000D1ErLAAV,0010K000023Pl83QAC,37,30.0,Living Expenses,7,1000,12.857,Fortnightly,Loan Paid,2799,1583,23.0,4
0032x00000AH36NAAT,829024,4377297,0062x00000D1ErBAAV,0012x00000FFipnAAD,7,4.0,Living Expenses,5,200,9.714,Fortnightly,Loan Paid,603,3295,1.0,4
0032x00000GcVVaAAN,829000,4377294,0062x00000D1EnbAAF,0012x00000MicqgAAB,16,9.0,Child Expenses,5,350,9.857,Fortnightly,Loan Paid,2372,2848,2.0,4
0030K00001rMgZNQA0,5145830,4377280,0062x00000D1EqDAAV,0010K000023OJhNQAW,14,10.0,Living Expenses,5,500,9.714,Fortnightly,Loan Paid,2862,1733,6.0,4
0032x000002RscKAAS,5145783,4377271,0062x00000D1EpZAAV,0012x000003CBD5AAO,13,10.0,Vehicle Expenses,7,1000,12.714,Fortnightly,Loan Paid,1485,1463,7.0,4
0032x000008JjdTAAS,828886,4377250,0062x00000D1EogAAF,0012x00000BI2k8AAD,8,5.0,Living Expenses,5,250,9.714,Fortnightly,Loan Paid,2710,368,2.0,4
0030K000024itwhQAA,828946,4377167,0062x00000D1EYFAA3,0010K00002AQeJOQA1,14,11.0,Child Expenses,7,1000,14.143,Fortnightly,Loan Paid,2114,447,8.0,4
0032x00000O18vfAAB,828855,4376994,0062x00000D1EZgAAN,0012x00000Wq4e4AAB,8,4.0,Living Expenses,5,200,8.857,Fortnightly,Loan Paid,2433,1657,0.0,4
0032x000006CDyMAAW,828767,4376963,0062x00000D1EOaAAN,0012x000008KNlwAAG,8,6.0,Vehicle Expenses,5,350,9.0,Fortnightly,Loan Paid,2174,2305,4.0,4
0032x00000HlPznAAF,828758,4376932,0062x00000D1EU3AAN,0012x00000OJFvmAAH,10,5.0,Life Event Expenses,7,750,13.0,Fortnightly,Loan Paid,336,3418,0.0,4
0032x000002QkhyAAC,828985,4376925,0062x00000D1EVeAAN,0012x000002dYNkAAM,6,5.0,Vehicle Expenses,7,300,13.0,Fortnightly,Loan Paid,2257,931,4.0,4
0032x00000HHvJdAAL,828783,4376918,0062x00000D1E4BAAV,0012x00000OJ9ANAA1,7,4.0,Living Expenses,5,500,8.857,Fortnightly,Loan Paid,595,237,1.0,4
0032x000008L8KiAAK,828762,4376870,0062x00000D1EP4AAN,0012x00000FEt3RAAT,9,8.0,Other Expenses,7,300,12.714,Fortnightly,Loan Paid,1794,2444,7.0,4
0032x000008JS6XAAW,829098,4376863,0062x00000D1EPrAAN,0012x00000BHm6VAAT,6,4.0,Furniture or Appliances,7,1000,14.714,Fortnightly,Loan Paid,2394,4588,2.0,4
0032x00000D4hFnAAJ,828742,4376773,0062x00000D1EMXAA3,0012x00000IOqbCAAT,11,6.0,Living Expenses,7,1200,13.857,Fortnightly,Loan Paid,2737,583,1.0,4
003280000155B4cAAE,828738,4376730,0062x00000D1EJdAAN,0012800001MsYxMAAV,12,10.0,Vehicle Expenses,7,700,13.857,Fortnightly,Loan Paid,596,2761,8.0,4
0032x00000FIR2qAAH,828803,4376693,0062x00000D1ED2AAN,0012x00000LPliJAAT,10,7.0,Medical Expenses,7,1000,12.857,Fortnightly,Loan Paid,2485,2173,4.0,4
0032x000002cTZgAAM,5145779,4376683,0062x00000D1EH8AAN,0012x000003EG7rAAG,8,5.0,Medical Expenses,7,700,13.143,Fortnightly,Loan Paid,221,2928,2.0,4
0032x000002e2A8AAI,5145777,4376648,0062x00000D1EFMAA3,0012x000003F6c3AAC,11,9.0,Travel Expenses,7,600,13.857,Fortnightly,Loan Paid,1048,2589,7.0,4
0030K00001R8jfrQAB,828880,4376531,0062x00000D1E8BAAV,0010K00001gkrGGQAY,15,11.0,Furniture or Appliances,5,400,9.857,Fortnightly,Loan Paid,2853,2262,7.0,4
0032x00000B7LynAAF,828909,4376518,0062x00000D1E7SAAV,0012x00000GatBPAAZ,7,6.0,Life Event Expenses,5,400,9.0,Fortnightly,Loan Paid,441,3473,5.0,4
003280000128jY0AAI,828705,4376517,0062x00000D1E7NAAV,0012800001IzG86AAF,29,25.0,Vehicle Expenses,7,800,13.857,Fortnightly,Loan Paid,802,1603,21.0,4
0032x000008KEd1AAG,828963,4376492,0062x00000D1DxnAAF,0012x00000BIXq8AAH,7,5.0,Veterinary Expenses,5,200,9.143,Fortnightly,Loan Paid,563,4155,3.0,4
0030K00001fOzIfQAK,828680,4376424,0062x00000D1DwLAAV,0010K00001swZbZQAU,7,5.0,Living Expenses,5,200,8.857,Fortnightly,Loan Paid,1943,3377,3.0,4
0032x00000D2oorAAB,5145789,4376419,0062x00000D1E2IAAV,0012x00000INInpAAH,9,7.0,Vehicle Expenses,7,500,13.571,Fortnightly,Loan Paid,1784,3619,5.0,4
0032x00000HH4HMAA1,828661,4376379,0062x00000D1DktAAF,0012x00000NxU2OAAV,9,6.0,Life Event Expenses,7,1000,13.857,Fortnightly,Loan Paid,2077,1632,3.0,4
0032x000006G5ddAAC,828665,4376374,0062x00000D1DzTAAV,0012x00000BGCCsAAP,19,14.0,Furniture or Appliances,5,450,9.143,Fortnightly,Loan Paid,2258,3798,9.0,4
0032x00000B53X4AAJ,828859,4376355,0062x00000D1DyBAAV,0012x00000G2izgAAB,8,6.0,Home Maintenance & Repairs,7,900,13.857,Fortnightly,Loan Paid,1640,3354,4.0,4
0032x00000HHHmOAAX,828662,4376347,0062x00000D1DxmAAF,0012x00000Nxc6CAAR,9,6.0,Vehicle Expenses,7,800,14.0,Fortnightly,Loan Paid,633,3347,3.0,4
0030K00001sCgkTQAS,5145766,4376339,0062x00000D1DxIAAV,0010K0000241bj7QAA,23,19.0,Living Expenses,3,500,4.857,Fortnightly,Loan Paid,761,4014,15.0,4
0030K00001R9fHtQAJ,828683,4376290,0062x00000D1DuTAAV,0010K00001gllQRQAY,12,10.0,Travel Expenses,7,1000,12.857,Fortnightly,Loan Paid,1492,3976,8.0,4
0032x000002QzI4AAK,828631,4376219,0062x00000D1DdJAAV,0012x000002dmMzAAI,8,5.0,Vehicle Expenses,5,300,10.143,Fortnightly,Loan Paid,2654,3999,2.0,4
0032x00000O3OXGAA3,5145755,4376217,0062x00000D1DpoAAF,0012x00000XCeUGAA1,7,5.0,Living Expenses,3,350,6.143,Fortnightly,Loan Paid,651,1999,3.0,4
0032x00000G7MQGAA3,829034,4376188,0062x00000D1DczAAF,0012x00000MhR7YAAV,7,4.0,Other Expenses,5,500,9.0,Fortnightly,Loan Paid,2172,3668,1.0,4
0032x000001kahGAAQ,828611,4376115,0062x00000D1DlHAAV,0012x000002bcgGAAQ,13,9.0,Vehicle Expenses,7,1000,13.857,Fortnightly,Loan Paid,533,1264,5.0,4
0030K00001m0hsHQAQ,828710,4376101,0062x00000D1DkiAAF,0010K00001zHqt9QAC,14,13.0,Travel Expenses,7,1000,13.0,Fortnightly,Loan Paid,404,2593,12.0,4
0032x00000G6MbuAAF,828584,4376019,0062x00000D1DfsAAF,0012x00000MgV7aAAF,10,7.0,Home Maintenance & Repairs,7,1250,13.857,Fortnightly,Loan Paid,1450,2630,4.0,4
0030K00001agcINQAY,828570,4375979,0062x00000D1DdIAAV,0010K00001qegjwQAA,15,11.0,Medical Expenses,7,700,13.857,Fortnightly,Loan Paid,350,107,7.0,4
0032x00000N8L6EAAV,828621,4375968,0062x00000D1DcoAAF,0012x00000TtKGMAA3,12,5.0,Medical Expenses,5,500,10.143,Fortnightly,Loan Paid,524,2464,-2.0,4
0032x00000Io6pXAAR,5145749,4375949,0062x00000D1Dc0AAF,0012x00000PwFHyAAN,13,9.0,Medical Expenses,3,500,5.857,Fortnightly,Loan Paid,2446,1464,5.0,4
0032x00000BXrGjAAL,828575,4375865,0062x00000D1DSfAAN,0012x00000Gc5nUAAR,15,11.0,Living Expenses,10,200,18.571,Fortnightly,Loan Paid,557,4357,7.0,4
0032x00000AJZhBAAX,5145750,4375856,0062x00000D1DHIAA3,0012x00000G17BDAAZ,15,11.0,Vehicle Expenses,5,350,9.143,Fortnightly,Loan Paid,799,98,7.0,4
0032x00000HnUsNAAV,828529,4375836,0062x00000D1D2mAAF,0012x00000OLBiwAAH,6,4.0,Vehicle Expenses,7,1000,13.857,Fortnightly,Loan Paid,186,3875,2.0,4
0030K000025UGj2QAG,828522,4375810,0062x00000D1DUGAA3,0010K00002BRvU3QAL,11,7.0,Travel Expenses,7,1000,14.0,Fortnightly,Loan Paid,1259,797,3.0,4
0030K00001SCoLzQAL,828569,4375786,0062x00000D1DDBAA3,0010K00001hURb4QAG,12,7.0,Vehicle Expenses,7,1200,13.571,Fortnightly,Loan Paid,344,4295,2.0,4
0030K00001uYEBGQA4,5145743,4375762,0062x00000D1DRbAAN,0010K000025xZbFQAU,21,19.0,Medical Expenses,7,800,13.857,Fortnightly,Loan Paid,1343,3326,17.0,4
00328000019ut2dAAA,828590,4375759,0062x00000D1DRRAA3,0012800001SDUFXAA5,25,22.0,Vehicle Expenses,7,1000,14.0,Fortnightly,Loan Paid,2170,1392,19.0,4
0032x00000N9ZMrAAN,5145742,4375666,0062x00000D1DMbAAN,0012x00000TuTWCAA3,11,7.0,Medical Expenses,3,300,6.143,Fortnightly,Loan Paid,1330,3368,3.0,4
0032x000003RwFjAAK,828470,4375542,0062x00000D1DFkAAN,0012x000004VHKjAAO,13,10.0,Child Expenses,7,800,14.0,Fortnightly,Loan Paid,2781,3234,7.0,4
0030K00001kAGUDQA4,829416,4375501,0062x00000D1D36AAF,0010K00001y7WxtQAE,19,14.0,Medical Expenses,7,1300,14.0,Fortnightly,Loan Paid,226,1017,9.0,4
00328000019ushDAAQ,828453,4375463,0062x00000D1DBZAA3,0012800001SDTuRAAX,21,18.0,Travel Expenses,7,1000,12.714,Fortnightly,Loan Paid,1860,4044,15.0,4
0032x00000IKAJuAAP,5145737,4375406,0062x00000D1D8eAAF,0012x00000OvyDEAAZ,14,10.0,Living Expenses,3,300,5.0,Fortnightly,Loan Paid,476,4541,6.0,4
0032x000002dpsWAAQ,828474,4375400,0062x00000D1D8AAAV,0012x000003EwfsAAC,12,9.0,Relocation Expenses,5,500,9.0,Fortnightly,Loan Paid,78,1792,6.0,4
0030K00001okFZTQA2,5145732,4375291,0062x00000D1D14AAF,0010K000021VtQwQAK,17,15.0,Medical Expenses,3,200,5.0,Fortnightly,Loan Paid,2843,924,13.0,4
0030K00001k21njQAA,828364,4375121,0062x00000D1CrxAAF,0012x00000VcBu1AAF,6,4.0,Living Expenses,7,300,12.857,Fortnightly,Loan Paid,878,487,2.0,4
0032x00000G7kVKAAZ,5145726,4374979,0062x00000D1CkIAAV,0012x00000Mhl8AAAR,9,4.0,Living Expenses,7,1000,13.857,Fortnightly,Loan Paid,2681,574,-1.0,4
0030K00001ojESMQA2,5145725,4374911,0062x00000D1CXuAAN,0010K000021UrcsQAC,33,31.0,Furniture or Appliances,7,1000,13.857,Fortnightly,Loan Paid,1510,1094,29.0,4
0032x00000B58zGAAR,828337,4374844,0062x00000D1CUzAAN,0012x00000G2ndBAAR,11,7.0,Medical Expenses,7,1000,13.857,Fortnightly,Loan Paid,850,76,3.0,4
0032x00000LTUEUAA5,5145723,4374733,0062x00000D1CXdAAN,0012x00000SFdGKAA1,9,6.0,Vehicle Expenses,3,250,5.143,Fortnightly,Loan Paid,694,807,3.0,4
0030K00001dBR7NQAW,828332,4374591,0062x00000D1CMNAA3,0010K00001sE3vdQAC,11,8.0,Medical Expenses,7,950,13.857,Fortnightly,Loan Paid,1091,620,5.0,4
0032x000001jxVTAAY,829315,4373506,0062x00000D1BQbAAN,0012x000002b2VeAAI,8,6.0,Vehicle Expenses,3,200,5.714,Fortnightly,Loan Paid,526,1956,4.0,4
0032x00000FJLSTAA5,828531,4373425,0062x00000D1BDnAAN,0012x00000LQXWoAAP,6,4.0,Medical Expenses,5,400,10.0,Fortnightly,Loan Paid,449,3857,2.0,4
0030K00001fQvcTQAS,828622,4373401,0062x00000D1B6dAAF,0010K00001tyL7ZQAU,9,6.0,Living Expenses,5,500,9.857,Fortnightly,Loan Paid,227,319,3.0,4
0032x00000GdxGpAAJ,828475,4373355,0062x00000D1BI3AAN,0012x00000MkEwWAAV,14,10.0,Travel Expenses,7,800,13.714,Fortnightly,Loan Paid,1400,4590,6.0,4
0032x000006E8vpAAC,828296,4372670,0062x00000D1AabAAF,0012x00000ADs50AAD,9,7.0,Other Expenses,5,400,10.571,Fortnightly,Loan Paid,320,1738,5.0,4
0032x000003RoOyAAK,5145717,4372489,0062x00000D1ARBAA3,0012x000004V7atAAC,20,18.0,Other Expenses,6,400,10.857,Fortnightly,Loan Paid,2350,1851,16.0,4
0032x00000HGj6yAAD,5145718,4372448,0062x00000D1ANYAA3,0012x00000NxBIFAA3,8,4.0,Living Expenses,7,1000,12.857,Fortnightly,Loan Paid,1287,235,0.0,4
0032x000002QNDZAA4,828436,4372408,0062x00000D1AIjAAN,0012x000002d9eeAAA,7,5.0,Home Maintenance & Repairs,5,200,9.857,Fortnightly,Loan Paid,430,2994,3.0,4
0032x00000BamafAAB,828300,4372331,0062x00000D1A9VAAV,0012x00000GeoODAAZ,9,6.0,Living Expenses,7,200,12.857,Fortnightly,Loan Paid,1321,1366,3.0,4
0032x00000HmKriAAF,5145740,4372290,0062x00000D19s0AAB,0012x00000OK8rRAAT,13,10.0,Living Expenses,5,300,8.857,Fortnightly,Loan Paid,1762,1012,7.0,4
0030K00001UlrjGQAR,5145757,4372130,0062x00000D19sOAAR,0010K000020HEZQQA4,11,9.0,Child Expenses,5,400,10.143,Fortnightly,Loan Paid,295,1192,7.0,4
0030K00001NOF48QAH,828639,4372127,0062x00000D19s9AAB,0010K00001dQdEJQA0,15,13.0,Travel Expenses,5,500,9.143,Fortnightly,Loan Paid,527,3315,11.0,4
0030K000024USS8QAO,828261,4371965,0062x00000D19dKAAR,0010K000029JYAUQA4,26,24.0,Living Expenses,7,1200,13.143,Fortnightly,Loan Paid,2649,1014,22.0,4
0032x00000IoPQ8AAN,5145708,4371917,0062x00000D19eqAAB,0012x00000PwVTgAAN,11,7.0,Vehicle Expenses,7,950,14.143,Fortnightly,Loan Paid,267,1107,3.0,4
0030K00001ol1C6QAI,5145734,4371817,0062x00000D19WiAAJ,0010K000021WnkiQAC,23,21.0,Life Event Expenses,7,700,14.0,Fortnightly,Loan Paid,2201,1132,19.0,4
0032x00000BZTvPAAX,828243,4371803,0062x00000D19XVAAZ,0012x00000GdbieAAB,7,5.0,Living Expenses,7,200,13.143,Fortnightly,Loan Paid,792,1478,3.0,4
0032x000008ICkbAAG,828227,4371748,0062x00000D19TdAAJ,0012x00000BGPI2AAP,11,8.0,Travel Expenses,7,1200,14.0,Fortnightly,Loan Paid,1544,2511,5.0,4
0032x000002cSzWAAU,5145706,4371728,0062x00000D19S6AAJ,0012x000003EFbEAAW,11,9.0,Vehicle Expenses,3,400,6.0,Fortnightly,Loan Paid,1670,266,7.0,4
0030K00001gF0uSQAS,828211,4371709,0062x00000D19QjAAJ,0010K00001uIhhCQAS,29,26.0,Home Maintenance & Repairs,7,350,14.0,Fortnightly,Loan Paid,1565,2837,23.0,4
0030K00001PDjI8QAL,828203,4371680,0062x00000D19OYAAZ,0010K00001ebbpeQAA,8,4.0,Medical Expenses,7,350,13.0,Fortnightly,Loan Paid,1367,3417,0.0,4
0032x00000438HrAAI,828135,4371432,0062x00000D197SAAR,0012x000005Tc8YAAS,10,6.0,Veterinary Expenses,5,300,9.0,Fortnightly,Loan Paid,1865,21,2.0,4
0030K000022vneoQAA,828234,4371431,0062x00000D197NAAR,0010K000028egNqQAI,8,5.0,Child Expenses,7,300,13.143,Fortnightly,Loan Paid,1346,1233,2.0,4
0030K000024UKuzQAG,5145691,4371389,0062x00000D194JAAR,0010K000029JQIfQAO,8,6.0,Living Expenses,3,350,6.143,Fortnightly,Loan Paid,2623,2962,4.0,4
0032x000002bpEaAAI,828170,4371302,0062x00000D18xwAAB,0012x000003De3GAAS,17,13.0,Living Expenses,5,250,10.143,Fortnightly,Loan Paid,2129,1435,9.0,4
0030K00001hJ68lQAC,828102,4371298,0062x00000D18o2AAB,0010K00001vI8qUQAS,16,13.0,Medical Expenses,7,450,13.857,Fortnightly,Loan Paid,275,1457,10.0,4
0032x00000F3pvGAAR,5145698,4371289,0062x00000D18wFAAR,0012x00000KMi7bAAD,16,10.0,Vehicle Expenses,5,500,8.857,Fortnightly,Loan Paid,783,1109,4.0,4
0030K00001rN9fTQAS,828312,4371271,0062x00000D18usAAB,0010K000023On5UQAS,6,5.0,Home & Improvement,5,500,9.0,Fortnightly,Loan Paid,995,851,4.0,4
0032x00000L3z1QAAR,828082,4371154,0062x00000D18mtAAB,0012x00000RqP9oAAF,11,5.0,Vehicle Expenses,7,1000,14.143,Fortnightly,Loan Paid,2494,2158,-1.0,4
0030K00001sCP9AQAW,828071,4371069,0062x00000D18h1AAB,0010K0000241KfpQAE,9,6.0,Living Expenses,7,800,13.143,Fortnightly,Loan Paid,2717,438,3.0,4
0030K000022wl8aQAA,5145684,4371063,0062x00000D18h0AAB,0010K000028fOEzQAM,13,9.0,Travel Expenses,3,500,6.0,Fortnightly,Loan Paid,567,3814,5.0,4
0030K00001T4m9mQAB,828204,4370945,0062x00000D18YXAAZ,0010K00001iHuvJQAS,10,5.0,Travel Expenses,7,1000,13.714,Fortnightly,Loan Paid,1810,3283,0.0,4
0032x00000D4ogaAAB,5145679,4370919,0062x00000D18O9AAJ,0012x00000IPPguAAH,13,10.0,Living Expenses,6,500,12.0,Fortnightly,Loan Paid,141,2775,7.0,4
0032x000002cV0wAAE,828022,4370879,0062x00000D18UGAAZ,0012x000003EHQoAAO,15,8.0,Living Expenses,7,500,12.857,Fortnightly,Loan Paid,522,3741,1.0,4
0032x00000D4F7TAAV,828019,4370869,0062x00000D18TSAAZ,0012x00000IOQjjAAH,12,8.0,Living Expenses,7,1100,14.0,Fortnightly,Loan Paid,1759,3898,4.0,4
0032x00000FJMv7AAH,827994,4370759,0062x00000D18MRAAZ,0012x00000LQZPtAAP,15,10.0,Other Expenses,7,900,14.0,Fortnightly,Loan Paid,2274,2179,5.0,4
0030K00001cW3XwQAK,828122,4370730,0062x00000D18KaAAJ,0010K00001rlQz7QAE,6,5.0,Other,7,800,12.857,Fortnightly,Loan Paid,2010,3609,4.0,4
0032x00000LvNqsAAF,5145703,4370688,0062x00000D18I0AAJ,0012x00000SI41iAAD,10,5.0,Life Event Expenses,7,1000,13.0,Fortnightly,Loan Paid,1806,2729,0.0,4
0032x000008IOYxAAO,827959,4370618,0062x00000D18ESAAZ,0012x00000BGcGdAAL,14,9.0,Vehicle Expenses,7,900,14.0,Fortnightly,Loan Paid,2815,577,4.0,4
