,Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,Ratings
10612,0032800000wBXORAA4,996162,5952355,0062x00000EDaB3AAL,0012800001EiVpWAAV,33,31.0,Vehicle Expenses,8,1500,16.0,Fortnightly,Loan Paid,0.9393939393939394
10613,0030K00001mgsv5QAA,995112,5938445,0062x00000EDKn7AAH,0010K00001zUKlhQAG,33,31.0,Vehicle Expenses,4,2050,17.286,Monthly,Loan Paid,0.9393939393939394
10614,0030K00001l4y6HQAQ,995453,5931203,0062x00000EDFITAA5,0010K00001y9OTDQA2,33,31.0,Life Event Expenses,7,500,13.571,Fortnightly,Loan Paid,0.9393939393939394
10615,0030K00001gsBlaQAE,991344,5873533,0062x00000ECM2IAAX,0010K00001urNa6QAE,33,30.0,Veterinary Expenses,8,500,7.714,Weekly,Loan Paid,0.9090909090909091
10616,0032x000002chv5AAA,989994,5847928,0062x00000EC1HWAA1,0012x000003ESq0AAG,33,31.0,Living Expenses,12,2050,23.857,Fortnightly,Loan Paid,0.9393939393939394
10617,00328000019usqbAAA,990139,5854377,0062x00000EC65LAAT,0012800001SDU3pAAH,33,31.0,Life Event Expenses,12,5000,22.857,Fortnightly,Loan Paid,0.9393939393939394
10618,0032800001J4jZFAAZ,989642,5845609,0062x00000EBy7sAAD,0012800001Zu1RaAAJ,33,31.0,Vehicle Expenses,20,2200,20.286,Weekly,Loan Paid,0.9393939393939394
10619,0030K00001OO7UHQA1,989865,5847502,0062x00000EC0r9AAD,0010K00001eGonQQAS,33,29.0,Home Maintenance & Repairs,16,2050,15.857,Weekly,Loan Paid,0.8787878787878788
10620,00328000019uswAAAQ,989043,5833490,0062x00000E7bPrAAJ,0012800001SDU99AAH,33,31.0,Travel Expenses,8,2050,16.0,Fortnightly,Loan Paid,0.9393939393939394
10621,0030K00001uXEFOQA4,5166685,5780425,0062x00000E6w74AAB,0010K00002438TEQAY,33,31.0,Travel Expenses,8,2350,14.857,Fortnightly,Loan Paid,0.9393939393939394
10622,0030K00001rOXrmQAG,5166208,5662827,0062x00000E5YESAA3,0010K000023QBhYQAW,33,30.0,Medical Expenses,7,500,13.0,Fortnightly,Loan Paid,0.9090909090909091
10623,0030K00001zzdbnQAA,5166232,5664727,0062x00000E5agUAAR,0010K000027zFxpQAE,33,32.0,Living Expenses,20,2050,20.143,Weekly,Loan Paid,0.9696969696969697
10624,0030K00001RSC6IQAX,982042,5647294,0062x00000E5MEgAAN,0010K00001hCaqzQAC,33,31.0,Vehicle Expenses,8,2050,15.714,Fortnightly,Loan Paid,0.9393939393939394
10625,0032x0000041tkdAAA,5165939,5607892,0062x00000E4vS8AAJ,0012x000005SQ99AAG,33,30.0,Travel Expenses,8,2050,16.143,Fortnightly,Loan Paid,0.9090909090909091
10626,00328000019PTDSAA4,947888,5554556,0062x00000E4HBRAA3,0012800001SCUwwAAH,33,31.0,Furniture or Appliances,16,2050,15.714,Weekly,Loan Paid,0.9393939393939394
10627,0032800001DsQf3AAF,947616,5552701,0062x00000E4F7EAAV,0012800001VpJeZAAV,33,31.0,Vehicle Expenses,12,2050,23.857,Fortnightly,Loan Paid,0.9393939393939394
10628,0030K00001RTYulQAH,946334,5532686,0062x00000E414WAAR,0010K00001hDrkUQAS,33,29.0,Vehicle Expenses,12,5000,24.143,Fortnightly,Loan Paid,0.8787878787878788
10629,00328000010fbmXAAQ,942358,5474098,0062x00000DVlVaAAL,0012800001I18vwAAB,33,29.0,Other Expenses,14,1000,14.0,Weekly,Loan Paid,0.8787878787878788
10630,0030K00001XzGdZQAV,942523,5476105,0062x00000DVmuRAAT,0010K00001mgB8mQAE,33,31.0,Home Maintenance & Repairs,7,2000,13.857,Fortnightly,Loan Paid,0.9393939393939394
10631,0030K00001x6UjjQAE,5164628,5462716,0062x00000DVcI4AAL,0010K0000274haGQAQ,33,29.0,Child Expenses,16,2050,16.0,Weekly,Loan Paid,0.8787878787878788
10632,0030K0000269pUlQAI,5164562,5453611,0062x00000DVWxfAAH,0010K00002COOhvQAH,33,29.0,Travel Expenses,14,1500,14.143,Weekly,Loan Paid,0.8787878787878788
10633,0030K00001m0iaHQAQ,940246,5440709,0062x00000DVMzKAAX,0010K00001zHrTtQAK,33,28.0,Vehicle Expenses,7,1200,13.286,Fortnightly,Loan Paid,0.8484848484848485
10634,00328000019usyzAAA,939010,5423105,0062x00000DV7efAAD,0012800001SDUByAAP,33,29.0,Home Maintenance & Repairs,16,2050,16.571,Weekly,Loan Paid,0.8787878787878788
10635,0030K00001nVUmLQAW,5163762,5398298,0062x00000DUreZAAT,0010K000020IjSIQA0,33,30.0,Medical Expenses,5,400,10.0,Fortnightly,Loan Paid,0.9090909090909091
10636,0030K00002007UWQAY,5163590,5386591,0062x00000DUjQ2AAL,0010K000027zdZUQAY,33,32.0,Vehicle Expenses,11,500,22.143,Fortnightly,Loan Paid,0.9696969696969697
10637,0030K00001sCL4AQAW,5163459,5376081,0062x00000DUbp9AAD,0010K0000241Gw7QAE,33,32.0,Child Expenses,4,400,8.0,Fortnightly,Loan Paid,0.9696969696969697
10638,0032x000002chv5AAA,933794,5351236,0062x00000DtpKyAAJ,0012x000003ESq0AAG,33,30.0,Living Expenses,11,500,22.286,Fortnightly,Loan Paid,0.9090909090909091
10639,0030K00001gsBlaQAE,933332,5343649,0062x00000DtkWHAAZ,0010K00001urNa6QAE,33,29.0,Veterinary Expenses,10,400,9.857,Weekly,Loan Paid,0.8787878787878788
10640,00328000019uspOAAQ,933397,5343780,0062x00000DtkqaAAB,0012800001SDU2RAAX,33,31.0,Medical Expenses,4,2050,16.714,Monthly,Loan Paid,0.9393939393939394
10641,0030K00001zyoiUQAQ,5162777,5309177,0062x00000DtM5BAAV,0010K000027ylEIQAY,33,30.0,Medical Expenses,10,400,10.0,Weekly,Loan Paid,0.9090909090909091
10642,0030K00001jC8ipQAC,931338,5311128,0062x00000DtOLpAAN,0010K00001wUqzBQAS,33,31.0,Home Maintenance & Repairs,12,5000,24.0,Fortnightly,Loan Paid,0.9393939393939394
10643,00328000019ut09AAA,930156,5298045,0062x00000DtEKnAAN,0012800001SDUD3AAP,33,29.0,Vehicle Expenses,16,2050,16.0,Weekly,Loan Paid,0.8787878787878788
10644,0032x0000041tkdAAA,5162657,5295103,0062x00000DtBcYAAV,0012x000005SQ99AAG,33,29.0,Vehicle Expenses,3,400,6.143,Fortnightly,Loan Paid,0.8787878787878788
10645,0030K00001uXEFOQA4,5162290,5253511,0062x00000DsdtDAAR,0010K00002438TEQAY,33,30.0,Life Event Expenses,7,2000,13.857,Fortnightly,Loan Paid,0.9090909090909091
10646,00328000019usvHAAQ,926269,5245342,0062x00000DsW93AAF,0012800001SDU8GAAX,33,32.0,Other Expenses,10,500,9.857,Weekly,Loan Paid,0.9696969696969697
10647,0030K00001l4y6HQAQ,922247,5201981,0062x00000DrtPBAAZ,0010K00001y9OTDQA2,33,30.0,Life Event Expenses,7,500,14.0,Fortnightly,Loan Paid,0.9090909090909091
10648,0030K00001rOXrmQAG,5161362,5185067,0062x00000DrhAiAAJ,0010K000023QBhYQAW,33,29.0,Medical Expenses,3,300,5.857,Fortnightly,Loan Paid,0.8787878787878788
10649,00328000019uswAAAQ,920700,5185960,0062x00000DrhuvAAB,0012800001SDU99AAH,33,30.0,Travel Expenses,7,800,13.0,Fortnightly,Loan Paid,0.9090909090909091
10650,00328000019usoPAAQ,918952,5167925,0062x00000DrRdQAAV,0012800001SDU1SAAX,33,29.0,Life Event Expenses,10,2050,20.571,Fortnightly,Loan Paid,0.8787878787878788
10651,0030K00002007UWQAY,5160928,5160640,0062x00000DrLsQAAV,0010K000027zdZUQAY,33,31.0,Vehicle Expenses,3,200,4.857,Fortnightly,Loan Paid,0.9393939393939394
10652,00328000010fbmXAAQ,917041,5150903,0062x00000DrC7yAAF,0012800001I18vwAAB,33,29.0,Vehicle Expenses,8,500,8.0,Weekly,Loan Paid,0.8787878787878788
10653,0032x000002chv5AAA,916016,5141782,0062x00000Dr1ReAAJ,0012x000003ESq0AAG,33,29.0,Living Expenses,3,300,6.0,Fortnightly,Loan Paid,0.8787878787878788
10654,0032800001A4tsAAAR,914762,5127819,0062x00000DZz8oAAD,0012800001SmNURAA3,33,30.0,Veterinary Expenses,20,2200,20.143,Weekly,Loan Paid,0.9090909090909091
10655,0030K00001zzdbnQAA,5160296,5128366,0062x00000Da031AAB,0010K000027zFxpQAE,33,31.0,Living Expenses,14,1300,14.286,Weekly,Loan Paid,0.9393939393939394
10656,0030K00001mgsv5QAA,914472,5125915,0062x00000DZwRiAAL,0010K00001zUKlhQAG,33,30.0,Vehicle Expenses,5,2050,20.571,Monthly,Loan Paid,0.9090909090909091
10657,00328000019useDAAQ,907890,5060704,0062x00000DYvErAAL,0012800001SDTrHAAX,33,30.0,Living Expenses,8,2050,16.0,Fortnightly,Loan Paid,0.9090909090909091
10658,00328000019usqqAAA,907314,5054991,0062x00000DYpE5AAL,0012800001SDU44AAH,33,31.0,Living Expenses,16,2200,16.143,Weekly,Loan Paid,0.9393939393939394
10659,00328000019usxlAAA,907038,5053497,0062x00000DYnAvAAL,0012800001SDUAkAAP,33,31.0,Travel Expenses,9,5000,18.143,Fortnightly,Loan Paid,0.9393939393939394
10660,00328000019uswAAAQ,906437,5046603,0062x00000DYgOnAAL,0012800001SDU99AAH,33,28.0,Life Event Expenses,8,2750,16.0,Fortnightly,Loan Paid,0.8484848484848485
10661,00328000019usyzAAA,904750,5028405,0062x00000DYLBGAA5,0012800001SDUByAAP,33,29.0,Medical Expenses,20,2050,20.571,Weekly,Loan Paid,0.8787878787878788
10662,0030K0000269pUlQAI,5158651,5018176,0062x00000DYDk3AAH,0010K00002COOhvQAH,33,29.0,Travel Expenses,20,2050,19.857,Weekly,Loan Paid,0.8787878787878788
10663,0030K00001XzGdZQAV,902867,5009605,0062x00000DY36jAAD,0010K00001mgB8mQAE,33,30.0,Relocation Expenses,7,2000,13.857,Fortnightly,Loan Paid,0.9090909090909091
10664,0032x0000041tkdAAA,5158303,4995879,0062x00000DXnc4AAD,0012x000005SQ99AAG,33,28.0,Vehicle Expenses,3,400,6.286,Fortnightly,Loan Paid,0.8484848484848485
10665,0030K00001OO7UHQA1,897515,4955382,0062x00000DX76cAAD,0010K00001eGonQQAS,33,28.0,Home Maintenance & Repairs,10,2000,10.0,Weekly,Loan Paid,0.8484848484848485
10666,0032x000002chv5AAA,896535,4947804,0062x00000DWyQKAA1,0012x000003ESq0AAG,33,28.0,Living Expenses,4,500,8.143,Fortnightly,Loan Paid,0.8484848484848485
10667,00328000019useDAAQ,895404,4933584,0062x00000DWjcGAAT,0012800001SDTrHAAX,33,29.0,Living Expenses,3,1100,4.857,Fortnightly,Loan Paid,0.8787878787878788
10668,0032800001DsQf3AAF,889365,4879481,0062x00000DJFohAAH,0012800001VpJeZAAV,33,30.0,Vehicle Expenses,8,2050,15.857,Fortnightly,Loan Paid,0.9090909090909091
10669,0030K00001MybbJQAR,888422,4872137,0062x00000DJ6rPAAT,0010K00001cx4ntQAA,33,31.0,Home Maintenance & Repairs,8,2050,15.0,Fortnightly,Loan Paid,0.9393939393939394
10670,00328000019PTDSAA4,884289,4835621,0062x00000DITlIAAX,0012800001SCUwwAAH,33,30.0,Life Event Expenses,13,1000,12.714,Weekly,Loan Paid,0.9090909090909091
10671,0030K00001zyoiUQAQ,5155322,4835842,0062x00000DIU79AAH,0010K000027ylEIQAY,33,29.0,Medical Expenses,10,400,9.857,Weekly,Loan Paid,0.8787878787878788
10672,00328000010fbmXAAQ,884655,4831392,0062x00000DIPVRAA5,0012800001I18vwAAB,33,28.0,Vehicle Expenses,12,1200,12.0,Weekly,Loan Paid,0.8484848484848485
10673,0030K00001rOXrmQAG,5155172,4828752,0062x00000DILo4AAH,0010K000023QBhYQAW,33,28.0,Medical Expenses,6,500,11.714,Fortnightly,Loan Paid,0.8484848484848485
10674,0030K00001m0iaHQAQ,882507,4820956,0062x00000DIBgFAAX,0010K00001zHrTtQAK,33,28.0,Life Event Expenses,12,2500,24.286,Fortnightly,Loan Paid,0.8484848484848485
10675,00328000019ut5zAAA,880768,4803723,0062x00000DHqIIAA1,0012800001SDUJ3AAP,33,31.0,Relocation Expenses,16,5000,16.429,Weekly,Loan Paid,0.9393939393939394
10676,0030K00001vLPg0QAG,5154839,4802655,0062x00000DHqSiAAL,0010K000026PB1RQAW,33,31.0,Other Expenses,7,300,13.857,Fortnightly,Loan Paid,0.9393939393939394
10677,003280000148T3UAAU,877100,4770101,0062x00000DHGpXAAX,0012800001LfIOkAAN,33,29.0,Vehicle Expenses,24,2050,24.0,Weekly,Loan Paid,0.8787878787878788
10678,00328000019uspOAAQ,876783,4771446,0062x00000DHJBAAA5,0012800001SDU2RAAX,33,30.0,Vehicle Expenses,2,800,6.571,Monthly,Loan Paid,0.9090909090909091
10679,00328000019usoPAAQ,874783,4754150,0062x00000DGzcGAAT,0012800001SDU1SAAX,33,29.0,Medical Expenses,5,400,9.714,Fortnightly,Loan Paid,0.8787878787878788
10680,0030K00001ZRAalQAH,874220,4746961,0062x00000DGreOAAT,0010K00001oBVIqQAO,33,30.0,Living Expenses,8,900,17.0,Fortnightly,Loan Paid,0.9090909090909091
10681,0030K00001x6UjjQAE,5153103,4738462,0062x00000DGjHXAA1,0010K0000274haGQAQ,33,28.0,Home Maintenance & Repairs,16,2050,16.0,Weekly,Loan Paid,0.8484848484848485
10682,0032x0000041tkdAAA,5152896,4731782,0062x00000DGcBPAA1,0012x000005SQ99AAG,33,27.0,Vehicle Expenses,3,200,6.143,Fortnightly,Loan Paid,0.8181818181818182
10683,0032800001J4jZFAAZ,871606,4732007,0062x00000DGcV0AAL,0012800001Zu1RaAAJ,33,29.0,Furniture or Appliances,24,2050,24.429,Weekly,Loan Paid,0.8787878787878788
10684,0030K00001NQpBGQA1,871227,4727530,0062x00000DGXh1AAH,0010K00001do4tlQAA,33,29.0,Medical Expenses,20,2050,20.286,Weekly,Loan Paid,0.8787878787878788
10685,0030K00001uXEFOQA4,5152763,4725404,0062x00000DGUctAAH,0010K00002438TEQAY,33,29.0,Vehicle Expenses,8,2050,15.286,Fortnightly,Loan Paid,0.8787878787878788
10686,0030K00001nVUmLQAW,5152013,4696334,0062x00000DFyZAAA1,0010K000020IjSIQA0,33,29.0,Medical Expenses,7,350,14.143,Fortnightly,Loan Paid,0.8787878787878788
10687,0030K00001sCL4AQAW,5151719,4681200,0062x00000DFg7NAAT,0010K0000241Gw7QAE,33,31.0,Living Expenses,7,250,14.143,Fortnightly,Loan Paid,0.9393939393939394
10688,0032x000002chv5AAA,864700,4679130,0062x00000DFdc5AAD,0012x000003ESq0AAG,33,27.0,Living Expenses,7,500,14.429,Fortnightly,Loan Paid,0.8181818181818182
10689,0030K00001l4y6HQAQ,864110,4673498,0062x00000DFXDnAAP,0010K00001y9OTDQA2,33,29.0,Life Event Expenses,7,500,13.571,Fortnightly,Loan Paid,0.8787878787878788
10690,00328000019uszcAAA,862756,4662582,0062x00000DFLXvAAP,0012800001SDUCbAAP,33,32.0,Life Event Expenses,16,2050,16.429,Weekly,Loan Paid,0.9696969696969697
10691,00328000019usqbAAA,861572,4652280,0062x00000DAwOWAA1,0012800001SDU3pAAH,33,30.0,Medical Expenses,20,5000,19.857,Weekly,Loan Paid,0.9090909090909091
10692,0032800000wBXORAA4,860893,4648869,0062x00000DArcAAAT,0012800001EiVpWAAV,33,30.0,Vehicle Expenses,8,2050,15.0,Fortnightly,Loan Paid,0.9090909090909091
10693,00328000019useDAAQ,859532,4640744,0062x00000DAgFGAA1,0012800001SDTrHAAX,33,28.0,Living Expenses,7,600,13.286,Fortnightly,Loan Paid,0.8484848484848485
10694,00328000019ut09AAA,855854,4615124,0062x00000DA8yqAAD,0012800001SDUD3AAP,33,28.0,Home Maintenance & Repairs,14,1000,14.571,Weekly,Loan Paid,0.8484848484848485
10695,0030K00001RTYulQAH,854275,4602692,0062x00000D9sOjAAJ,0010K00001hDrkUQAS,33,28.0,Furniture or Appliances,9,5000,18.0,Fortnightly,Loan Paid,0.8484848484848485
10696,0030K00001zzdbnQAA,5150189,4602527,0062x00000D9s8RAAR,0010K000027zFxpQAE,33,30.0,Living Expenses,14,1300,13.857,Weekly,Loan Paid,0.9090909090909091
10697,0030K00001RSC6IQAX,851408,4580130,0062x00000D9O4QAAV,0010K00001hCaqzQAC,33,29.0,Vehicle Expenses,8,2050,15.571,Fortnightly,Loan Paid,0.8787878787878788
10698,0030K00001zyoiUQAQ,5149072,4557060,0062x00000D8wvLAAR,0010K000027ylEIQAY,33,28.0,Medical Expenses,6,350,6.0,Weekly,Loan Paid,0.8484848484848485
10699,00328000019usvHAAQ,844743,4515983,0062x00000D87ojAAB,0012800001SDU8GAAX,33,31.0,Furniture or Appliances,14,550,13.714,Weekly,Loan Paid,0.9393939393939394
10700,0032x000002chv5AAA,843021,4501273,0062x00000D7od5AAB,0012x000003ESq0AAG,33,26.0,Living Expenses,5,500,10.286,Fortnightly,Loan Paid,0.7878787878787878
10701,0032x0000041tkdAAA,5147783,4499729,0062x00000D7mStAAJ,0012x000005SQ99AAG,33,26.0,Vehicle Expenses,3,200,5.143,Fortnightly,Loan Paid,0.7878787878787878
10702,0030K00001mgsv5QAA,842619,4499042,0062x00000D7lVrAAJ,0010K00001zUKlhQAG,33,29.0,Vehicle Expenses,4,600,16.714,Monthly,Loan Paid,0.8787878787878788
10703,0030K00001cVXptQAG,5147904,4503205,0062x00000D7rXtAAJ,0010K00001zW59dQAC,33,31.0,Medical Expenses,7,1000,14.143,Fortnightly,Loan Paid,0.9393939393939394
10704,0030K00001zzdbnQAA,5147361,4472591,0062x00000D7DomAAF,0010K000027zFxpQAE,33,29.0,Living Expenses,10,500,9.714,Weekly,Loan Paid,0.8787878787878788
10705,00328000019PTDSAA4,838263,4461809,0062x00000D6yJHAAZ,0012800001SCUwwAAH,33,29.0,Life Event Expenses,14,550,13.857,Weekly,Loan Paid,0.8787878787878788
10706,0032800001J4jZFAAZ,834512,4424868,0062x00000D230zAAB,0012800001Zu1RaAAJ,33,29.0,Travel Expenses,14,1200,14.143,Weekly,Loan Paid,0.8787878787878788
10707,00328000019uswAAAQ,832344,4406872,0062x00000D1igrAAB,0012800001SDU99AAH,33,28.0,Travel Expenses,8,2200,16.0,Fortnightly,Loan Paid,0.8484848484848485
10708,0030K00001rOXrmQAG,5172081,6598236,0062x00000EwYiqAAF,0010K000023QBhYQAW,33,31.0,Travel Expenses,7,500,13.714,Fortnightly,Loan Paid,0.9393939393939394
10709,0030K00001nVUmLQAW,5168792,6096378,0062x00000EMKsSAAX,0010K000020IjSIQA0,33,31.0,Medical Expenses,7,400,14.143,Fortnightly,Loan Paid,0.9393939393939394
10710,00328000019useDAAQ,851117,4578539,0062x00000D9Lx3AAF,0012800001SDTrHAAX,33,27.0,Living Expenses,7,200,14.571,Fortnightly,Loan Paid,0.8181818181818182
10711,0030K00001rOXrmQAG,5148888,4549519,0062x00000D8mWkAAJ,0010K000023QBhYQAW,33,27.0,Medical Expenses,5,500,9.857,Fortnightly,Loan Paid,0.8181818181818182
10712,0030K0000269pUlQAI,5149423,4573858,0062x00000D9GWfAAN,0010K00002COOhvQAH,33,28.0,Travel Expenses,14,1050,13.571,Weekly,Loan Paid,0.8484848484848485
10713,0030K00001gsBlaQAE,850555,4571235,0062x00000D9DVZAA3,0010K00001urNa6QAE,33,28.0,Veterinary Expenses,14,400,14.0,Weekly,Loan Paid,0.8484848484848485
10714,0030K00001XzGdZQAV,848012,4549167,0062x00000D8m0AAAR,0010K00001mgB8mQAE,33,29.0,Relocation Expenses,7,2000,14.0,Fortnightly,Loan Paid,0.8787878787878788
10715,0032800001A4tsAAAR,851779,4582246,0062x00000D9RIKAA3,0012800001SmNURAA3,33,29.0,Vehicle Expenses,16,2050,16.143,Weekly,Loan Paid,0.8787878787878788
10716,0030K00001arBOsQAM,833289,4415068,0062x00000D1rCyAAJ,0010K00001qioBXQAY,32,28.0,Home Maintenance & Repairs,7,1200,14.0,Fortnightly,Loan Paid,0.875
10717,0032800001F6d9FAAR,1057658,7209866,0062x00000FHuuFAAT,0012800001YGdcWAAT,32,30.0,Veterinary Expenses,15,2050,30.143,Fortnightly,Loan Paid,0.9375
10718,0032800001J3F2pAAF,1032588,6662857,0062x00000ExRVFAA3,0012800001Zs6BrAAJ,32,31.0,Child Expenses,10,200,10.143,Weekly,Loan Paid,0.96875
10719,00328000019ut3mAAA,1025711,6533567,0062x00000EeykeAAB,0012800001SDUGqAAP,32,30.0,Home Maintenance & Repairs,16,2050,16.0,Weekly,Loan Paid,0.9375
10720,0032800001IdkQfAAJ,1013346,6312334,0062x00000EblMSAAZ,0012800001Z6VsuAAF,32,30.0,Vehicle Expenses,3,1500,11.857,Monthly,Loan Paid,0.9375
10721,0032800001F6d9FAAR,1010166,6245652,0062x00000EOHbUAAX,0012800001YGdcWAAT,32,30.0,Home Maintenance & Repairs,13,2050,24.857,Fortnightly,Loan Paid,0.9375
10722,0030K00001pybIhQAI,5169642,6242933,0062x00000EOFOwAAP,0010K000022NMKSQA4,32,31.0,Veterinary Expenses,13,2100,24.857,Fortnightly,Loan Paid,0.96875
10723,0030K00001OhfcvQAB,998075,5992539,0062x00000EE7w7AAD,0010K00001eZTCqQAO,32,31.0,Vehicle Expenses,3,1750,10.857,Monthly,Loan Paid,0.96875
10724,0030K00001m0gkBQAQ,997703,5980374,0062x00000EDzAKAA1,0010K00001zHpvLQAS,32,27.0,Travel Expenses,12,2050,22.714,Fortnightly,Loan Paid,0.84375
10725,0030K00001RT5mxQAD,997288,5968808,0062x00000EDrMxAAL,0010K00001hDTUkQAO,32,30.0,Medical Expenses,8,2050,15.0,Fortnightly,Loan Paid,0.9375
10726,0032800001J3F2pAAF,997188,5967530,0062x00000EDpfhAAD,0012800001Zs6BrAAJ,32,30.0,Child Expenses,10,250,9.857,Weekly,Loan Paid,0.9375
10727,00328000019usvTAAQ,995317,5940539,0062x00000EDNLMAA5,0012800001SDU8SAAX,32,30.0,Vehicle Expenses,4,2800,17.143,Monthly,Loan Paid,0.9375
10728,0030K00001qFaHQQA0,5167542,5918576,0062x00000ED5GeAAL,0010K000022k7mmQAA,32,30.0,Travel Expenses,8,2050,14.714,Fortnightly,Loan Paid,0.9375
10729,0032x00000E6abYAAR,993208,5902844,0062x00000ECqj2AAD,0012x00000KMC0TAAX,32,31.0,Furniture or Appliances,8,500,14.857,Fortnightly,Loan Paid,0.96875
10730,003280000187oWYAAY,991378,5874420,0062x00000ECNDRAA5,0012800001QCL0pAAH,32,30.0,Travel Expenses,21,2050,21.429,Weekly,Loan Paid,0.9375
10731,0030K00001qSsC4QAK,5167139,5875275,0062x00000ECOPsAAP,0010K000023NUuTQAW,32,30.0,Vehicle Expenses,12,2050,23.429,Fortnightly,Loan Paid,0.9375
10732,0030K00001arBOsQAM,990071,5854194,0062x00000EC5SoAAL,0010K00001qioBXQAY,32,30.0,Vehicle Expenses,12,2050,23.857,Fortnightly,Loan Paid,0.9375
10733,00328000019usv4AAA,987982,5802460,0062x00000E7AAoAAN,0012800001SDU83AAH,32,30.0,Vehicle Expenses,16,2050,16.571,Weekly,Loan Paid,0.9375
10734,00328000019usyRAAQ,985507,5730480,0062x00000E6LXFAA3,0012800001SDUBQAA5,32,30.0,Travel Expenses,4,5000,15.857,Monthly,Loan Paid,0.9375
10735,0030K00001Yo1TdQAJ,983129,5675716,0062x00000E5h0yAAB,0010K00001oAWG5QAO,32,31.0,Travel Expenses,8,2050,16.286,Fortnightly,Loan Paid,0.96875
10736,0030K000024k1kSQAQ,5166020,5627573,0062x00000E59VYAAZ,0010K00002ARj74QAD,32,29.0,Home Maintenance & Repairs,8,5000,15.857,Fortnightly,Loan Paid,0.90625
10737,00328000019ut3mAAA,980755,5616107,0062x00000E50pXAAR,0012800001SDUGqAAP,32,29.0,Home Maintenance & Repairs,24,2050,24.143,Weekly,Loan Paid,0.90625
10738,0032x000002SMZ1AAO,5165940,5607371,0062x00000E4uzlAAB,0012x000003CefdAAC,32,30.0,Life Event Expenses,10,2050,20.143,Fortnightly,Loan Paid,0.9375
10739,0030K000025UBAtQAO,5165844,5580545,0062x00000E4X1XAAV,0010K00002BRrRJQA1,32,30.0,Furniture or Appliances,8,2050,15.571,Fortnightly,Loan Paid,0.9375
10740,0030K00001UJpp2QAD,979081,5580638,0062x00000E4XA0AAN,0010K00001jMeUIQA0,32,29.0,Vehicle Expenses,16,2050,15.714,Weekly,Loan Paid,0.90625
10741,0030K00001cVMC1QAO,948995,5575715,0062x00000E4TdxAAF,0010K00001rkk3ZQAQ,32,30.0,Vehicle Expenses,16,2050,15.571,Weekly,Loan Paid,0.9375
10742,0032x000001kD78AAE,5165797,5574100,0062x00000E4SHMAA3,0012x000002bHBdAAM,32,30.0,Medical Expenses,24,2050,24.429,Weekly,Loan Paid,0.9375
10743,0030K00001NNtnoQAD,947656,5553199,0062x00000E4FhBAAV,0010K00001dQJKGQA4,32,30.0,Veterinary Expenses,16,2050,16.143,Weekly,Loan Paid,0.9375
10744,0032800001J3F2pAAF,946271,5531968,0062x00000E40DmAAJ,0012800001Zs6BrAAJ,32,29.0,Child Expenses,6,200,6.143,Weekly,Loan Paid,0.90625
10745,0032800001A6SRxAAN,942208,5466959,0062x00000DVhVIAA1,0012800001Sntu9AAB,32,28.0,Living Expenses,12,2050,24.143,Fortnightly,Loan Paid,0.875
10746,0030K00001drLtwQAE,940233,5440581,0062x00000DVMdzAAH,0010K00001sZHtpQAG,32,30.0,Home Maintenance & Repairs,12,5000,24.143,Fortnightly,Loan Paid,0.9375
10747,0030K00001hnpnEQAQ,937784,5403918,0062x00000DUyJuAAL,0010K00001viSZAQA2,32,28.0,Furniture or Appliances,7,1000,13.857,Fortnightly,Loan Paid,0.875
10748,0030K00001PXF9JQAX,937757,5403770,0062x00000DUyGpAAL,0010K00001feNMYQA2,32,31.0,Vehicle Expenses,14,1250,13.857,Weekly,Loan Paid,0.96875
10749,0030K00001UlqmHQAR,936409,5389530,0062x00000DUmf4AAD,0010K00001jPNmtQAG,32,30.0,Medical Expenses,16,2050,16.286,Weekly,Loan Paid,0.9375
10750,0030K00001pybIhQAI,5163702,5390750,0062x00000DUoINAA1,0010K000022NMKSQA4,32,30.0,Living Expenses,5,400,8.857,Fortnightly,Loan Paid,0.9375
10751,0030K00001RT5lLQAT,936714,5391202,0062x00000DUowRAAT,0010K00001hDTStQAO,32,29.0,Vehicle Expenses,9,2050,18.143,Fortnightly,Loan Paid,0.90625
10752,0030K00001PV8ATQA1,935504,5377133,0062x00000DUd0RAAT,0010K00001fcrCBQAY,32,30.0,Medical Expenses,14,1000,14.143,Weekly,Loan Paid,0.9375
10753,0030K0000200ruXQAQ,5162909,5321075,0062x00000DtW1xAAF,0010K00002802f9QAA,32,29.0,Vehicle Expenses,16,2050,15.857,Weekly,Loan Paid,0.90625
10754,0032800001A6SRxAAN,931833,5322778,0062x00000DtXK2AAN,0012800001Sntu9AAB,32,27.0,Life Event Expenses,7,2000,14.0,Fortnightly,Loan Paid,0.84375
10755,0030K000025Sk2pQAC,930116,5296941,0062x00000DtDCcAAN,0010K00002BQxTHQA1,32,28.0,Vehicle Expenses,12,2050,23.429,Fortnightly,Loan Paid,0.875
10756,0030K000025Ruu5QAC,5162682,5297465,0062x00000DtDkjAAF,0010K00002ATeGzQAL,32,30.0,Living Expenses,14,700,14.0,Weekly,Loan Paid,0.9375
